Meal_ID,Name,Calories,Protein,Carbs,Fat,Type,Meal_Type,Goal,Tags
M0775,Oats with Banana #775,375,12g,61g,4g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0776,Poha #776,235,5g,35g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0777,Idli with Sambar #777,282,10g,49g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0778,Grilled Chicken with Rice #778,426,41g,48g,18g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0779,Rajma Chawal #779,510,20g,67g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0780,Paneer Bhurji with Roti #780,409,18g,30g,14g,Veg,lunch,maintenance,"lunch, protein_rich"
M0781,Moong Dal Khichdi #781,297,10g,47g,5g,Veg,dinner,weight_loss,"dinner, light"
M0782,Chicken Curry with Chapati #782,483,37g,41g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0783,Vegetable Pulao with Curd #783,422,12g,64g,13g,Veg,dinner,maintenance,"dinner, balanced"
M0784,Oats with Banana #784,370,8g,64g,4g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0785,Poha #785,253,4g,36g,1g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0786,Idli with Sambar #786,283,10g,51g,3g,Veg,breakfast,maintenance,"breakfast, balanced"
M0787,Grilled Chicken with Rice #787,456,39g,46g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0788,Rajma Chawal #788,517,19g,67g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0789,Paneer Bhurji with Roti #789,414,18g,36g,12g,Veg,lunch,maintenance,"lunch, protein_rich"
M0790,Moong Dal Khichdi #790,309,13g,40g,7g,Veg,dinner,weight_loss,"dinner, light"
M0791,Chicken Curry with Chapati #791,514,36g,44g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0792,Vegetable Pulao with Curd #792,430,10g,55g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0793,Oats with Banana #793,330,8g,61g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0794,Poha #794,259,4g,36g,1g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0795,Idli with Sambar #795,290,6g,46g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0796,Grilled Chicken with Rice #796,445,42g,53g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0797,Rajma Chawal #797,493,20g,75g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0798,Paneer Bhurji with Roti #798,373,20g,33g,14g,Veg,lunch,maintenance,"lunch, protein_rich"
M0799,Moong Dal Khichdi #799,307,12g,41g,1g,Veg,dinner,weight_loss,"dinner, light"
M0800,Chicken Curry with Chapati #800,530,33g,41g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0801,Vegetable Pulao with Curd #801,459,8g,60g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0802,Oats with Banana #802,323,8g,57g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0803,Poha #803,225,8g,40g,7g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0804,Idli with Sambar #804,317,9g,48g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0805,Grilled Chicken with Rice #805,426,40g,54g,22g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0806,Rajma Chawal #806,487,20g,69g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0807,Paneer Bhurji with Roti #807,428,21g,31g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0808,Moong Dal Khichdi #808,314,13g,44g,5g,Veg,dinner,weight_loss,"dinner, light"
M0809,Chicken Curry with Chapati #809,481,37g,39g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0810,Vegetable Pulao with Curd #810,461,12g,58g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0811,Oats with Banana #811,326,12g,55g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0812,Poha #812,232,6g,45g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0813,Idli with Sambar #813,321,8g,49g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0814,Grilled Chicken with Rice #814,427,38g,55g,18g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0815,Rajma Chawal #815,513,20g,72g,9g,Veg,lunch,weight_gain,"lunch, high_carb"
M0816,Paneer Bhurji with Roti #816,401,20g,33g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0817,Moong Dal Khichdi #817,271,11g,43g,7g,Veg,dinner,weight_loss,"dinner, light"
M0818,Chicken Curry with Chapati #818,505,36g,44g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0819,Vegetable Pulao with Curd #819,440,9g,62g,9g,Veg,dinner,maintenance,"dinner, balanced"
M0820,Oats with Banana #820,326,8g,57g,2g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0821,Poha #821,240,4g,44g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0822,Idli with Sambar #822,291,6g,52g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0823,Grilled Chicken with Rice #823,428,38g,46g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0824,Rajma Chawal #824,496,20g,67g,6g,Veg,lunch,weight_gain,"lunch, high_carb"
M0825,Paneer Bhurji with Roti #825,410,21g,30g,12g,Veg,lunch,maintenance,"lunch, protein_rich"
M0826,Moong Dal Khichdi #826,281,14g,47g,5g,Veg,dinner,weight_loss,"dinner, light"
M0827,Chicken Curry with Chapati #827,490,34g,44g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0828,Vegetable Pulao with Curd #828,451,12g,60g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0829,Oats with Banana #829,320,8g,65g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0830,Poha #830,261,4g,39g,5g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0831,Idli with Sambar #831,328,6g,49g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0832,Grilled Chicken with Rice #832,477,42g,50g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0833,Rajma Chawal #833,501,17g,69g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0834,Paneer Bhurji with Roti #834,403,18g,34g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0835,Moong Dal Khichdi #835,300,13g,50g,6g,Veg,dinner,weight_loss,"dinner, light"
M0836,Chicken Curry with Chapati #836,507,34g,39g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0837,Vegetable Pulao with Curd #837,455,11g,58g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0838,Oats with Banana #838,325,11g,62g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0839,Poha #839,265,7g,40g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0840,Idli with Sambar #840,276,10g,45g,6g,Veg,breakfast,maintenance,"breakfast, balanced"
M0841,Grilled Chicken with Rice #841,444,40g,45g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0842,Rajma Chawal #842,509,19g,72g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0843,Paneer Bhurji with Roti #843,410,18g,32g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0844,Moong Dal Khichdi #844,306,12g,42g,5g,Veg,dinner,weight_loss,"dinner, light"
M0845,Chicken Curry with Chapati #845,470,34g,41g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0846,Vegetable Pulao with Curd #846,434,10g,63g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0847,Oats with Banana #847,357,12g,61g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0848,Poha #848,248,8g,42g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0849,Idli with Sambar #849,312,8g,49g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0850,Grilled Chicken with Rice #850,421,40g,55g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0851,Rajma Chawal #851,518,18g,65g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0852,Paneer Bhurji with Roti #852,420,19g,36g,12g,Veg,lunch,maintenance,"lunch, protein_rich"
M0853,Moong Dal Khichdi #853,288,11g,46g,7g,Veg,dinner,weight_loss,"dinner, light"
M0854,Chicken Curry with Chapati #854,522,35g,37g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0855,Vegetable Pulao with Curd #855,480,8g,56g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0856,Oats with Banana #856,360,9g,61g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0857,Poha #857,270,7g,43g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0858,Idli with Sambar #858,275,6g,53g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0859,Grilled Chicken with Rice #859,431,42g,47g,21g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0860,Rajma Chawal #860,488,20g,67g,6g,Veg,lunch,weight_gain,"lunch, high_carb"
M0861,Paneer Bhurji with Roti #861,376,21g,35g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0862,Moong Dal Khichdi #862,286,13g,48g,5g,Veg,dinner,weight_loss,"dinner, light"
M0863,Chicken Curry with Chapati #863,521,33g,37g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0864,Vegetable Pulao with Curd #864,471,10g,60g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0865,Oats with Banana #865,329,12g,56g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0866,Poha #866,276,6g,36g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0867,Idli with Sambar #867,276,7g,53g,2g,Veg,breakfast,maintenance,"breakfast, balanced"
M0868,Grilled Chicken with Rice #868,471,41g,48g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0869,Rajma Chawal #869,500,17g,73g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0870,Paneer Bhurji with Roti #870,402,18g,32g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0871,Moong Dal Khichdi #871,330,10g,48g,1g,Veg,dinner,weight_loss,"dinner, light"
M0872,Chicken Curry with Chapati #872,506,37g,39g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0873,Vegetable Pulao with Curd #873,451,10g,58g,10g,Veg,dinner,maintenance,"dinner, balanced"
M0874,Oats with Banana #874,328,11g,65g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0875,Poha #875,220,4g,42g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0876,Idli with Sambar #876,283,8g,47g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0877,Grilled Chicken with Rice #877,474,39g,52g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0878,Rajma Chawal #878,492,19g,73g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0879,Paneer Bhurji with Roti #879,425,18g,35g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0880,Moong Dal Khichdi #880,327,10g,40g,5g,Veg,dinner,weight_loss,"dinner, light"
M0881,Chicken Curry with Chapati #881,495,34g,44g,17g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0882,Vegetable Pulao with Curd #882,439,10g,57g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0883,Oats with Banana #883,327,9g,63g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0884,Poha #884,261,6g,42g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0885,Idli with Sambar #885,273,7g,45g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0886,Grilled Chicken with Rice #886,480,38g,48g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0887,Rajma Chawal #887,474,17g,74g,8g,Veg,lunch,weight_gain,"lunch, high_carb"
M0888,Paneer Bhurji with Roti #888,389,21g,39g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0889,Moong Dal Khichdi #889,328,13g,43g,6g,Veg,dinner,weight_loss,"dinner, light"
M0890,Chicken Curry with Chapati #890,475,36g,40g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0891,Vegetable Pulao with Curd #891,420,9g,55g,11g,Veg,dinner,maintenance,"dinner, balanced"
M0892,Oats with Banana #892,346,10g,65g,3g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0893,Poha #893,230,8g,36g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0894,Idli with Sambar #894,292,6g,50g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0895,Grilled Chicken with Rice #895,467,42g,45g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0896,Rajma Chawal #896,526,20g,72g,9g,Veg,lunch,weight_gain,"lunch, high_carb"
M0897,Paneer Bhurji with Roti #897,387,22g,31g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0898,Moong Dal Khichdi #898,312,10g,40g,5g,Veg,dinner,weight_loss,"dinner, light"
M0899,Chicken Curry with Chapati #899,504,35g,42g,18g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0900,Vegetable Pulao with Curd #900,423,11g,57g,13g,Veg,dinner,maintenance,"dinner, balanced"
M0901,Oats with Banana #901,355,8g,58g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0902,Poha #902,241,8g,45g,1g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0903,Idli with Sambar #903,324,8g,48g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0904,Grilled Chicken with Rice #904,474,41g,47g,22g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0905,Rajma Chawal #905,494,17g,74g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0906,Paneer Bhurji with Roti #906,417,19g,32g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0907,Moong Dal Khichdi #907,282,10g,49g,2g,Veg,dinner,weight_loss,"dinner, light"
M0908,Chicken Curry with Chapati #908,483,35g,36g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0909,Vegetable Pulao with Curd #909,424,11g,62g,11g,Veg,dinner,maintenance,"dinner, balanced"
M0910,Oats with Banana #910,328,11g,57g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0911,Poha #911,231,5g,43g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0912,Idli with Sambar #912,289,10g,52g,6g,Veg,breakfast,maintenance,"breakfast, balanced"
M0913,Grilled Chicken with Rice #913,475,42g,54g,22g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0914,Rajma Chawal #914,476,16g,68g,11g,Veg,lunch,weight_gain,"lunch, high_carb"
M0915,Paneer Bhurji with Roti #915,384,19g,38g,18g,Veg,lunch,maintenance,"lunch, protein_rich"
M0916,Moong Dal Khichdi #916,270,14g,46g,6g,Veg,dinner,weight_loss,"dinner, light"
M0917,Chicken Curry with Chapati #917,476,35g,43g,16g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0918,Vegetable Pulao with Curd #918,478,8g,64g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0919,Oats with Banana #919,323,8g,58g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0920,Poha #920,234,4g,43g,7g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0921,Idli with Sambar #921,279,8g,51g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0922,Grilled Chicken with Rice #922,435,42g,52g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0923,Rajma Chawal #923,505,18g,74g,6g,Veg,lunch,weight_gain,"lunch, high_carb"
M0924,Paneer Bhurji with Roti #924,386,21g,37g,16g,Veg,lunch,maintenance,"lunch, protein_rich"
M0925,Moong Dal Khichdi #925,300,11g,41g,3g,Veg,dinner,weight_loss,"dinner, light"
M0926,Chicken Curry with Chapati #926,516,36g,45g,15g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0927,Vegetable Pulao with Curd #927,446,12g,56g,13g,Veg,dinner,maintenance,"dinner, balanced"
M0928,Oats with Banana #928,373,10g,64g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0929,Poha #929,221,5g,37g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0930,Idli with Sambar #930,286,9g,54g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0931,Grilled Chicken with Rice #931,432,40g,50g,23g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0932,Rajma Chawal #932,492,16g,70g,5g,Veg,lunch,weight_gain,"lunch, high_carb"
M0933,Paneer Bhurji with Roti #933,409,20g,36g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0934,Moong Dal Khichdi #934,280,14g,45g,2g,Veg,dinner,weight_loss,"dinner, light"
M0935,Chicken Curry with Chapati #935,493,33g,43g,17g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0936,Vegetable Pulao with Curd #936,466,8g,64g,9g,Veg,dinner,maintenance,"dinner, balanced"
M0937,Oats with Banana #937,359,12g,58g,4g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0938,Poha #938,250,8g,41g,5g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0939,Idli with Sambar #939,310,7g,55g,5g,Veg,breakfast,maintenance,"breakfast, balanced"
M0940,Grilled Chicken with Rice #940,427,41g,48g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0941,Rajma Chawal #941,526,20g,70g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0942,Paneer Bhurji with Roti #942,425,18g,39g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0943,Moong Dal Khichdi #943,272,10g,46g,3g,Veg,dinner,weight_loss,"dinner, light"
M0944,Chicken Curry with Chapati #944,481,37g,38g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0945,Vegetable Pulao with Curd #945,442,8g,65g,12g,Veg,dinner,maintenance,"dinner, balanced"
M0946,Oats with Banana #946,371,11g,61g,2g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0947,Poha #947,267,4g,37g,6g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0948,Idli with Sambar #948,284,8g,47g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0949,Grilled Chicken with Rice #949,438,39g,47g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0950,Rajma Chawal #950,521,20g,74g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0951,Paneer Bhurji with Roti #951,427,19g,30g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0952,Moong Dal Khichdi #952,285,14g,43g,2g,Veg,dinner,weight_loss,"dinner, light"
M0953,Chicken Curry with Chapati #953,521,34g,45g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0954,Vegetable Pulao with Curd #954,427,9g,64g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0955,Oats with Banana #955,366,8g,57g,7g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0956,Poha #956,255,5g,42g,3g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0957,Idli with Sambar #957,297,7g,45g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0958,Grilled Chicken with Rice #958,423,42g,54g,19g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0959,Rajma Chawal #959,513,18g,72g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0960,Paneer Bhurji with Roti #960,383,19g,36g,14g,Veg,lunch,maintenance,"lunch, protein_rich"
M0961,Moong Dal Khichdi #961,315,10g,50g,7g,Veg,dinner,weight_loss,"dinner, light"
M0962,Chicken Curry with Chapati #962,503,37g,45g,19g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0963,Vegetable Pulao with Curd #963,431,10g,59g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0964,Oats with Banana #964,364,9g,62g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0965,Poha #965,226,6g,36g,1g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0966,Idli with Sambar #966,294,6g,51g,1g,Veg,breakfast,maintenance,"breakfast, balanced"
M0967,Grilled Chicken with Rice #967,443,42g,51g,17g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0968,Rajma Chawal #968,525,19g,65g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0969,Paneer Bhurji with Roti #969,372,21g,30g,15g,Veg,lunch,maintenance,"lunch, protein_rich"
M0970,Moong Dal Khichdi #970,319,14g,43g,1g,Veg,dinner,weight_loss,"dinner, light"
M0971,Chicken Curry with Chapati #971,513,37g,45g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0972,Vegetable Pulao with Curd #972,445,11g,56g,9g,Veg,dinner,maintenance,"dinner, balanced"
M0973,Oats with Banana #973,336,9g,59g,8g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0974,Poha #974,237,4g,41g,4g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0975,Idli with Sambar #975,291,9g,55g,4g,Veg,breakfast,maintenance,"breakfast, balanced"
M0976,Grilled Chicken with Rice #976,458,42g,46g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0977,Rajma Chawal #977,519,18g,69g,7g,Veg,lunch,weight_gain,"lunch, high_carb"
M0978,Paneer Bhurji with Roti #978,384,21g,31g,13g,Veg,lunch,maintenance,"lunch, protein_rich"
M0979,Moong Dal Khichdi #979,302,12g,44g,6g,Veg,dinner,weight_loss,"dinner, light"
M0980,Chicken Curry with Chapati #980,497,35g,45g,18g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0981,Vegetable Pulao with Curd #981,466,11g,59g,13g,Veg,dinner,maintenance,"dinner, balanced"
M0982,Oats with Banana #982,361,9g,57g,6g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0983,Poha #983,275,5g,42g,2g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0984,Idli with Sambar #984,275,8g,55g,3g,Veg,breakfast,maintenance,"breakfast, balanced"
M0985,Grilled Chicken with Rice #985,423,41g,49g,20g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0986,Rajma Chawal #986,504,19g,72g,9g,Veg,lunch,weight_gain,"lunch, high_carb"
M0987,Paneer Bhurji with Roti #987,425,19g,33g,14g,Veg,lunch,maintenance,"lunch, protein_rich"
M0988,Moong Dal Khichdi #988,297,12g,48g,7g,Veg,dinner,weight_loss,"dinner, light"
M0989,Chicken Curry with Chapati #989,506,34g,44g,20g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0990,Vegetable Pulao with Curd #990,433,9g,64g,7g,Veg,dinner,maintenance,"dinner, balanced"
M0991,Oats with Banana #991,333,12g,56g,2g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
M0992,Poha #992,241,7g,38g,1g,Veg,breakfast,weight_loss,"breakfast, low_fat, light"
M0993,Idli with Sambar #993,309,10g,47g,2g,Veg,breakfast,maintenance,"breakfast, balanced"
M0994,Grilled Chicken with Rice #994,471,38g,47g,18g,NonVeg,lunch,weight_loss,"lunch, high_protein"
M0995,Rajma Chawal #995,507,16g,70g,9g,Veg,lunch,weight_gain,"lunch, high_carb"
M0996,Paneer Bhurji with Roti #996,418,18g,34g,17g,Veg,lunch,maintenance,"lunch, protein_rich"
M0997,Moong Dal Khichdi #997,330,13g,40g,6g,Veg,dinner,weight_loss,"dinner, light"
M0998,Chicken Curry with Chapati #998,486,37g,36g,21g,NonVeg,dinner,weight_gain,"dinner, high_protein"
M0999,Vegetable Pulao with Curd #999,449,11g,59g,12g,Veg,dinner,maintenance,"dinner, balanced"
M1000,Oats with Banana #1000,322,12g,62g,5g,Veg,breakfast,weight_gain,"breakfast, high_carb, weight_gain"
